id,area_name,subarea_name,group1,group1_note,group2,group2_note,group3,group3_note,group4,group4_note,group5,group5_note,total_posting
4312,横浜市港南区,横浜市港南区丸山台2丁目,251,,32,,235,,139,,150,,807
4313,横浜市港南区,横浜市港南区丸山台3丁目,59,,128,,270,,102,,161,,720
4314,横浜市港南区,横浜市港南区丸山台4丁目,56,,49,,263,,218,,155,,741
4315,横浜市港南区,横浜市港南区芹が谷1丁目,230,,168,,203,,139,,78,,818
4316,横浜市港南区,横浜市港南区芹が谷2丁目,194,,202,,56,,186,,158,,796
4317,横浜市港南区,横浜市港南区芹が谷3丁目,139,,150,,68,,297,,127,,781
4318,横浜市港南区,横浜市港南区芹が谷4丁目,90,,211,,233,,187,,94,,815
4319,横浜市港南区,横浜市港南区芹が谷5丁目,13,,133,,2,,253,,258,,659
4320,横浜市港南区,横浜市港南区港南1丁目,56,,146,,162,,150,,179,,693
4321,横浜市港南区,横浜市港南区港南2丁目,5,,239,,72,,282,,104,,702
4322,横浜市港南区,横浜市港南区港南3丁目,266,,55,,213,,77,,145,,756
4323,横浜市港南区,横浜市港南区港南4丁目,128,,101,,248,,14,,160,,651
4324,横浜市港南区,横浜市港南区港南5丁目,72,,100,,274,,26,,206,,678
4325,横浜市港南区,横浜市港南区港南6丁目,36,,149,,2,,142,,254,,583
4326,横浜市港南区,横浜市港南区港南台1丁目,236,,74,,21,,44,,212,,587
4327,横浜市港南区,横浜市港南区港南台2丁目,52,,86,,270,,14,,36,,458
4328,横浜市港南区,横浜市港南区港南台3丁目,11,,69,,279,,249,,201,,809
4329,横浜市港南区,横浜市港南区港南台4丁目,203,,180,,297,,161,,42,,883
4330,横浜市港南区,横浜市港南区港南台5丁目,299,,232,,290,,168,,267,,1256
4331,横浜市港南区,横浜市港南区港南台6丁目,131,,177,,36,,192,,119,,655
4332,横浜市港南区,横浜市港南区港南台7丁目,52,,272,,254,,220,,149,,947
4333,横浜市港南区,横浜市港南区港南台8丁目,116,,138,,249,,132,,92,,727
4334,横浜市港南区,横浜市港南区港南台9丁目,196,,64,,271,,244,,105,,880
4335,横浜市港南区,横浜市港南区最戸1丁目,57,,89,,131,,280,,29,,586
4336,横浜市港南区,横浜市港南区最戸2丁目,22,,143,,95,,284,,110,,654
4337,横浜市港南区,横浜市港南区笹下1丁目,53,,126,,185,,279,,77,,720
4338,横浜市港南区,横浜市港南区笹下2丁目,21,,119,,177,,10,,236,,563
4339,横浜市港南区,横浜市港南区笹下3丁目,53,,167,,60,,276,,169,,725
4340,横浜市港南区,横浜市港南区笹下4丁目,113,,209,,172,,215,,18,,727
4341,横浜市港南区,横浜市港南区笹下5丁目,299,,232,,41,,202,,32,,806
4342,横浜市港南区,横浜市港南区笹下6丁目,169,,82,,202,,138,,193,,784
4343,横浜市港南区,横浜市港南区笹下7丁目,203,,223,,72,,115,,237,,850
4344,横浜市港南区,横浜市港南区上永谷1丁目,279,,176,,45,,236,,119,,855
4345,横浜市港南区,横浜市港南区上永谷2丁目,62,,258,,272,,74,,134,,800
4346,横浜市港南区,横浜市港南区上永谷3丁目,192,,159,,239,,256,,202,,1048
4347,横浜市港南区,横浜市港南区上永谷4丁目,84,,83,,16,,22,,76,,281
4348,横浜市港南区,横浜市港南区上永谷5丁目,91,,258,,9,,212,,134,,704
4349,横浜市港南区,横浜市港南区上永谷6丁目,36,,11,,251,,47,,84,,429
4350,横浜市港南区,横浜市港南区上大岡西1丁目,40,,76,,16,,68,,282,,482
4351,横浜市港南区,横浜市港南区上大岡西2丁目,81,,188,,32,,253,,283,,837
4352,横浜市港南区,横浜市港南区上大岡西3丁目,283,,268,,52,,117,,247,,967
4353,横浜市港南区,横浜市港南区上大岡東1丁目,156,,70,,270,,223,,232,,951
4354,横浜市港南区,横浜市港南区上大岡東2丁目,105,,22,,49,,164,,145,,485
4355,横浜市港南区,横浜市港南区上大岡東3丁目,269,,26,,188,,119,,279,,881
4356,横浜市港南区,横浜市港南区大久保1丁目,36,,101,,260,,164,,213,,774
4357,横浜市港南区,横浜市港南区大久保2丁目,209,,27,,177,,237,,118,,768
4358,横浜市港南区,横浜市港南区大久保3丁目,62,,105,,80,,77,,54,,378
4359,横浜市港南区,横浜市港南区東永谷1丁目,143,,35,,88,,132,,66,,464
4360,横浜市港南区,横浜市港南区東永谷2丁目,254,,176,,147,,79,,265,,921
4361,横浜市港南区,横浜市港南区東永谷3丁目,71,,267,,242,,24,,238,,842
4362,横浜市港南区,横浜市港南区日限山1丁目,192,,296,,102,,299,,19,,908
4363,横浜市港南区,横浜市港南区日限山2丁目,123,,29,,246,,75,,221,,694
4364,横浜市港南区,横浜市港南区日限山3丁目,208,,172,,108,,36,,46,,570
4365,横浜市港南区,横浜市港南区日限山4丁目,188,,27,,146,,142,,147,,650
4366,横浜市港南区,横浜市港南区日野1丁目,93,,129,,171,,218,,169,,780
4367,横浜市港南区,横浜市港南区日野2丁目,7,,33,,228,,18,,39,,325
4368,横浜市港南区,横浜市港南区日野3丁目,133,,63,,85,,211,,299,,791
4369,横浜市港南区,横浜市港南区日野4丁目,254,,264,,150,,254,,158,,1080
4370,横浜市港南区,横浜市港南区日野5丁目,186,,72,,275,,267,,175,,975
4371,横浜市港南区,横浜市港南区日野6丁目,193,,212,,265,,114,,148,,932
4372,横浜市港南区,横浜市港南区日野7丁目,289,,281,,149,,81,,37,,837
4373,横浜市港南区,横浜市港南区日野8丁目,91,,295,,96,,276,,84,,842
4374,横浜市港南区,横浜市港南区日野9丁目,229,,98,,84,,257,,124,,792
4375,横浜市港南区,横浜市港南区日野中央1丁目,151,,151,,294,,267,,38,,901
4376,横浜市港南区,横浜市港南区日野中央2丁目,132,,115,,99,,191,,0,,537
4377,横浜市港南区,横浜市港南区日野中央3丁目,255,,272,,139,,294,,0,,960
4378,横浜市港南区,横浜市港南区日野南1丁目,87,,217,,134,,21,,219,,678
4379,横浜市港南区,横浜市港南区日野南2丁目,263,,120,,110,,190,,105,,788
4380,横浜市港南区,横浜市港南区日野南3丁目,184,,74,,235,,7,,295,,795
4381,横浜市港南区,横浜市港南区日野南4丁目,1,,296,,5,,160,,10,,472
4382,横浜市港南区,横浜市港南区日野南5丁目,26,,64,,255,,287,,223,,855
4383,横浜市港南区,横浜市港南区日野南6丁目,60,,42,,51,,51,,185,,389
4384,横浜市港南区,横浜市港南区日野南7丁目,283,,224,,207,,243,,254,,1211
4385,横浜市磯子区,横浜市磯子区磯子,125,,233,,113,,88,,108,,667
4386,横浜市磯子区,横浜市磯子区磯子台,120,,208,,249,,98,,233,,908
4387,横浜市磯子区,横浜市磯子区岡村,92,,112,,43,,160,,114,,521
4388,横浜市磯子区,横浜市磯子区下町,34,,277,,274,,149,,35,,769
4389,横浜市磯子区,横浜市磯子区丸山,39,,268,,287,,41,,225,,860
4390,横浜市磯子区,横浜市磯子区久木町,196,,130,,253,,218,,26,,823
4391,横浜市磯子区,横浜市磯子区栗木,104,,165,,0,,82,,243,,594
4392,横浜市磯子区,横浜市磯子区原町,119,,73,,39,,100,,63,,394
4393,横浜市磯子区,横浜市磯子区広地町,146,,250,,206,,121,,255,,978
4394,横浜市磯子区,横浜市磯子区坂下町,122,,258,,105,,163,,216,,864
4395,横浜市磯子区,横浜市磯子区汐見台,221,,214,,38,,103,,230,,806
4396,横浜市磯子区,横浜市磯子区上中里町,161,,156,,142,,48,,40,,547
4397,横浜市磯子区,横浜市磯子区上町,117,,82,,63,,142,,164,,568
4398,横浜市磯子区,横浜市磯子区新磯子町,214,,119,,241,,74,,192,,840
4399,横浜市磯子区,横浜市磯子区新森町,84,,250,,31,,64,,200,,629
4400,横浜市磯子区,横浜市磯子区新杉田町,276,,68,,66,,280,,241,,931
4401,横浜市磯子区,横浜市磯子区新中原町,43,,2,,258,,174,,45,,522
4402,横浜市磯子区,横浜市磯子区森,144,,100,,67,,83,,43,,437
4403,横浜市磯子区,横浜市磯子区森が丘,177,,57,,217,,149,,97,,697
4404,横浜市磯子区,横浜市磯子区杉田,204,,233,,48,,132,,153,,770
4405,横浜市磯子区,横浜市磯子区杉田坪呑,110,,278,,10,,200,,127,,725
4406,横浜市磯子区,横浜市磯子区西町,99,,120,,115,,151,,232,,717
4407,横浜市磯子区,横浜市磯子区滝頭,46,,128,,297,,83,,100,,654
4408,横浜市磯子区,横浜市磯子区中原,68,,296,,38,,114,,98,,614
4409,横浜市磯子区,横浜市磯子区中浜町,77,,165,,49,,140,,268,,699
4410,横浜市磯子区,横浜市磯子区田中,138,,254,,131,,49,,164,,736
4411,横浜市磯子区,横浜市磯子区東町,175,,277,,53,,168,,165,,838
4412,横浜市磯子区,横浜市磯子区馬場町,146,,121,,86,,222,,127,,702
4413,横浜市磯子区,横浜市磯子区氷取沢町,15,,34,,0,,49,,222,,320
4414,横浜市磯子区,横浜市磯子区峰町,224,,149,,66,,97,,129,,665
4415,横浜市磯子区,横浜市磯子区鳳町,66,,166,,58,,129,,244,,663
4416,横浜市磯子区,横浜市磯子区洋光台,230,,204,,174,,4,,109,,721
4417,横浜市磯子区,横浜市磯子区磯子1丁目,197,,159,,53,,194,,82,,685
4418,横浜市磯子区,横浜市磯子区磯子2丁目,52,,27,,31,,225,,64,,399
4419,横浜市磯子区,横浜市磯子区磯子3丁目,198,,123,,88,,32,,126,,567
4420,横浜市磯子区,横浜市磯子区磯子4丁目,228,,64,,166,,119,,162,,739
4421,横浜市磯子区,横浜市磯子区磯子5丁目,86,,151,,202,,242,,27,,708
4422,横浜市磯子区,横浜市磯子区磯子6丁目,73,,231,,117,,14,,16,,451
4423,横浜市磯子区,横浜市磯子区磯子7丁目,255,,163,,226,,168,,248,,1060
4424,横浜市磯子区,横浜市磯子区磯子8丁目,191,,265,,146,,89,,185,,876
4425,横浜市磯子区,横浜市磯子区岡村1丁目,112,,201,,102,,135,,51,,601
4426,横浜市磯子区,横浜市磯子区岡村2丁目,183,,32,,242,,175,,272,,904
4427,横浜市磯子区,横浜市磯子区岡村3丁目,290,,231,,64,,50,,180,,815
4428,横浜市磯子区,横浜市磯子区岡村4丁目,173,,111,,86,,62,,281,,713
4429,横浜市磯子区,横浜市磯子区岡村5丁目,75,,241,,225,,299,,146,,986
4430,横浜市磯子区,横浜市磯子区岡村6丁目,179,,187,,155,,111,,283,,915
4431,横浜市磯子区,横浜市磯子区岡村7丁目,230,,130,,81,,254,,18,,713
4432,横浜市磯子区,横浜市磯子区岡村8丁目,119,,10,,59,,231,,93,,512
4433,横浜市磯子区,横浜市磯子区丸山1丁目,218,,45,,85,,171,,48,,567
4434,横浜市磯子区,横浜市磯子区丸山2丁目,223,,276,,152,,227,,286,,1164
4435,横浜市磯子区,横浜市磯子区栗木1丁目,300,,27,,70,,32,,254,,683
4436,横浜市磯子区,横浜市磯子区栗木2丁目,14,,237,,211,,134,,137,,733
4437,横浜市磯子区,横浜市磯子区栗木3丁目,113,,136,,5,,58,,278,,590
4438,横浜市磯子区,横浜市磯子区汐見台1丁目,165,,285,,232,,33,,77,,792
4439,横浜市磯子区,横浜市磯子区汐見台2丁目,52,,139,,84,,217,,82,,574
4440,横浜市磯子区,横浜市磯子区汐見台3丁目,295,,195,,126,,279,,212,,1107
4441,横浜市磯子区,横浜市磯子区森1丁目,61,,110,,229,,86,,81,,567
4442,横浜市磯子区,横浜市磯子区森2丁目,35,,8,,19,,49,,157,,268
4443,横浜市磯子区,横浜市磯子区森3丁目,74,,84,,253,,41,,217,,669
4444,横浜市磯子区,横浜市磯子区森4丁目,70,,19,,259,,169,,56,,573
4445,横浜市磯子区,横浜市磯子区森5丁目,99,,7,,174,,60,,251,,591
4446,横浜市磯子区,横浜市磯子区森6丁目,16,,92,,115,,273,,23,,519
4447,横浜市磯子区,横浜市磯子区森が丘1丁目,242,,108,,178,,73,,280,,881
4448,横浜市磯子区,横浜市磯子区森が丘2丁目,46,,13,,70,,259,,289,,677
4449,横浜市磯子区,横浜市磯子区杉田1丁目,167,,254,,110,,133,,145,,809
4450,横浜市磯子区,横浜市磯子区杉田2丁目,130,,107,,123,,51,,38,,449
4451,横浜市磯子区,横浜市磯子区杉田3丁目,269,,258,,140,,244,,284,,1195
4452,横浜市磯子区,横浜市磯子区杉田4丁目,107,,109,,106,,294,,254,,870
4453,横浜市磯子区,横浜市磯子区杉田5丁目,300,,4,,42,,260,,285,,891
4454,横浜市磯子区,横浜市磯子区杉田6丁目,28,,131,,122,,18,,54,,353
4455,横浜市磯子区,横浜市磯子区杉田7丁目,296,,181,,257,,264,,118,,1116
4456,横浜市磯子区,横浜市磯子区杉田8丁目,96,,268,,226,,190,,257,,1037
4457,横浜市磯子区,横浜市磯子区杉田9丁目,125,,232,,124,,134,,69,,684
4458,横浜市磯子区,横浜市磯子区滝頭1丁目,207,,227,,280,,154,,201,,1069
4459,横浜市磯子区,横浜市磯子区滝頭2丁目,123,,147,,186,,45,,273,,774
4460,横浜市磯子区,横浜市磯子区滝頭3丁目,201,,55,,278,,201,,71,,806
4461,横浜市磯子区,横浜市磯子区中原1丁目,163,,81,,116,,83,,167,,610
4462,横浜市磯子区,横浜市磯子区中原2丁目,108,,233,,250,,4,,146,,741
4463,横浜市磯子区,横浜市磯子区中原3丁目,85,,293,,154,,288,,234,,1054
4464,横浜市磯子区,横浜市磯子区中原4丁目,183,,283,,101,,232,,17,,816
4465,横浜市磯子区,横浜市磯子区田中1丁目,131,,253,,188,,273,,132,,977
4466,横浜市磯子区,横浜市磯子区田中2丁目,217,,63,,190,,162,,172,,804
4467,横浜市磯子区,横浜市磯子区洋光台1丁目,43,,82,,114,,94,,89,,422
4468,横浜市磯子区,横浜市磯子区洋光台2丁目,181,,297,,168,,132,,43,,821
4469,横浜市磯子区,横浜市磯子区洋光台3丁目,5,,84,,218,,175,,78,,560
4470,横浜市磯子区,横浜市磯子区洋光台4丁目,50,,233,,96,,66,,101,,546
4471,横浜市磯子区,横浜市磯子区洋光台5丁目,116,,45,,264,,106,,12,,543
4472,横浜市磯子区,横浜市磯子区洋光台6丁目,159,,184,,136,,119,,10,,608
4473,横浜市金沢区,横浜市金沢区みず木町,229,,118,,164,,226,,254,,991
4474,横浜市金沢区,横浜市金沢区乙舳町,49,,99,,22,,60,,243,,473
4475,横浜市金沢区,横浜市金沢区海の公園,72,,20,,139,,286,,234,,751
4476,横浜市金沢区,横浜市金沢区釜利谷西,7,,297,,213,,27,,70,,614
4477,横浜市金沢区,横浜市金沢区釜利谷町,32,,278,,266,,268,,195,,1039
4478,横浜市金沢区,横浜市金沢区釜利谷東,81,,59,,37,,112,,5,,294
4479,横浜市金沢区,横浜市金沢区釜利谷南,48,,39,,19,,28,,275,,409
4480,横浜市金沢区,横浜市金沢区金沢町,193,,119,,169,,229,,207,,917
4481,横浜市金沢区,横浜市金沢区幸浦,79,,5,,233,,260,,198,,775
4482,横浜市金沢区,横浜市金沢区高舟台,36,,234,,74,,104,,257,,705
4483,横浜市金沢区,横浜市金沢区寺前,123,,100,,87,,188,,54,,552
4484,横浜市金沢区,横浜市金沢区柴町,230,,206,,213,,263,,262,,1174
4485,横浜市金沢区,横浜市金沢区洲崎町,279,,171,,51,,1,,143,,645
4486,横浜市金沢区,横浜市金沢区昭和町,162,,210,,299,,75,,71,,817
4487,横浜市金沢区,横浜市金沢区瀬戸,44,,213,,261,,298,,207,,1023
4488,横浜市金沢区,横浜市金沢区西柴,0,,63,,184,,95,,106,,448
4489,横浜市金沢区,横浜市金沢区大川,287,,35,,147,,187,,240,,896
4490,横浜市金沢区,横浜市金沢区大道,40,,202,,224,,66,,269,,801
4491,横浜市金沢区,横浜市金沢区谷津町,147,,94,,242,,285,,209,,977
4492,横浜市金沢区,横浜市金沢区朝比奈町,223,,283,,181,,286,,284,,1257
4493,横浜市金沢区,横浜市金沢区町屋町,9,,155,,106,,267,,104,,641
4494,横浜市金沢区,横浜市金沢区長浜,197,,108,,32,,195,,133,,665
4495,横浜市金沢区,横浜市金沢区鳥浜町,273,,109,,298,,162,,17,,859
4496,横浜市金沢区,横浜市金沢区泥亀,113,,58,,13,,154,,244,,582
4497,横浜市金沢区,横浜市金沢区東朝比奈,123,,34,,241,,264,,70,,732
4498,横浜市金沢区,横浜市金沢区能見台,61,,57,,13,,80,,245,,456
4499,横浜市金沢区,横浜市金沢区能見台森,227,,165,,287,,103,,289,,1071
4500,横浜市金沢区,横浜市金沢区能見台通,89,,182,,254,,222,,18,,765
4501,横浜市金沢区,横浜市金沢区能見台東,291,,61,,159,,40,,275,,826
4502,横浜市金沢区,横浜市金沢区白帆,72,,299,,103,,45,,55,,574
4503,横浜市金沢区,横浜市金沢区富岡西,280,,59,,33,,167,,132,,671
4504,横浜市金沢区,横浜市金沢区富岡東,131,,156,,116,,300,,92,,795
4505,横浜市金沢区,横浜市金沢区福浦,52,,74,,287,,74,,59,,546
4506,横浜市金沢区,横浜市金沢区平潟町,287,,261,,198,,185,,239,,1170
4507,横浜市金沢区,横浜市金沢区並木,128,,295,,24,,165,,22,,634
4508,横浜市金沢区,横浜市金沢区片吹,191,,12,,189,,100,,219,,711
4509,横浜市金沢区,横浜市金沢区堀口,40,,204,,123,,250,,37,,654
4510,横浜市金沢区,横浜市金沢区野島町,38,,104,,131,,215,,284,,772
4511,横浜市金沢区,横浜市金沢区柳町,26,,255,,204,,121,,164,,770
4512,横浜市金沢区,横浜市金沢区六浦,136,,76,,251,,271,,263,,997
4513,横浜市金沢区,横浜市金沢区六浦町,142,,66,,127,,225,,97,,657
4514,横浜市金沢区,横浜市金沢区六浦東,66,,93,,146,,250,,158,,713
4515,横浜市金沢区,横浜市金沢区六浦南,260,,55,,192,,87,,276,,870
4516,横浜市金沢区,横浜市金沢区釜利谷西1丁目,139,,26,,259,,141,,120,,685
4517,横浜市金沢区,横浜市金沢区釜利谷西2丁目,211,,71,,247,,174,,7,,710
4518,横浜市金沢区,横浜市金沢区釜利谷西3丁目,194,,175,,247,,97,,25,,738
4519,横浜市金沢区,横浜市金沢区釜利谷西4丁目,243,,146,,154,,231,,26,,800
4520,横浜市金沢区,横浜市金沢区釜利谷西5丁目,62,,108,,120,,103,,109,,502
4521,横浜市金沢区,横浜市金沢区釜利谷西6丁目,203,,22,,99,,53,,277,,654
4522,横浜市金沢区,横浜市金沢区釜利谷東1丁目,187,,97,,201,,252,,117,,854
4523,横浜市金沢区,横浜市金沢区釜利谷東2丁目,101,,149,,299,,221,,101,,871
4524,横浜市金沢区,横浜市金沢区釜利谷東3丁目,50,,71,,286,,192,,140,,739
4525,横浜市金沢区,横浜市金沢区釜利谷東4丁目,254,,76,,141,,177,,47,,695
4526,横浜市金沢区,横浜市金沢区釜利谷東5丁目,50,,188,,61,,55,,264,,618
4527,横浜市金沢区,横浜市金沢区釜利谷東6丁目,137,,97,,156,,83,,264,,737
4528,横浜市金沢区,横浜市金沢区釜利谷東7丁目,34,,101,,147,,124,,298,,704
4529,横浜市金沢区,横浜市金沢区釜利谷東8丁目,114,,24,,253,,224,,281,,896
4530,横浜市金沢区,横浜市金沢区釜利谷南1丁目,269,,215,,210,,23,,39,,756
4531,横浜市金沢区,横浜市金沢区釜利谷南2丁目,128,,17,,66,,195,,0,,406
4532,横浜市金沢区,横浜市金沢区釜利谷南3丁目,56,,36,,298,,100,,177,,667
4533,横浜市金沢区,横浜市金沢区釜利谷南4丁目,189,,175,,59,,28,,166,,617
4534,横浜市金沢区,横浜市金沢区幸浦1丁目,84,,81,,54,,64,,232,,515
4535,横浜市金沢区,横浜市金沢区幸浦2丁目,180,,77,,37,,138,,226,,658
4536,横浜市金沢区,横浜市金沢区高舟台1丁目,243,,30,,26,,63,,111,,473
4537,横浜市金沢区,横浜市金沢区高舟台2丁目,5,,160,,133,,254,,114,,666
4538,横浜市金沢区,横浜市金沢区寺前1丁目,25,,63,,207,,94,,240,,629
4539,横浜市金沢区,横浜市金沢区寺前2丁目,125,,7,,32,,113,,23,,300
4540,横浜市金沢区,横浜市金沢区西柴1丁目,129,,163,,296,,165,,289,,1042
4541,横浜市金沢区,横浜市金沢区西柴2丁目,64,,25,,82,,146,,246,,563
4542,横浜市金沢区,横浜市金沢区西柴3丁目,86,,36,,132,,239,,91,,584
4543,横浜市金沢区,横浜市金沢区西柴4丁目,38,,161,,68,,261,,11,,539
4544,横浜市金沢区,横浜市金沢区大道1丁目,193,,27,,243,,213,,66,,742
4545,横浜市金沢区,横浜市金沢区大道2丁目,110,,211,,54,,10,,72,,457
4546,横浜市金沢区,横浜市金沢区長浜1丁目,253,,82,,289,,197,,24,,845
4547,横浜市金沢区,横浜市金沢区長浜2丁目,61,,151,,262,,20,,296,,790
4548,横浜市金沢区,横浜市金沢区泥亀1丁目,245,,209,,48,,12,,116,,630
4549,横浜市金沢区,横浜市金沢区泥亀2丁目,75,,29,,146,,285,,280,,815
4550,横浜市金沢区,横浜市金沢区東朝比奈1丁目,287,,228,,107,,14,,111,,747
4551,横浜市金沢区,横浜市金沢区東朝比奈2丁目,141,,189,,246,,93,,159,,828
4552,横浜市金沢区,横浜市金沢区東朝比奈3丁目,268,,228,,156,,154,,97,,903
4553,横浜市金沢区,横浜市金沢区能見台1丁目,118,,115,,105,,155,,33,,526
4554,横浜市金沢区,横浜市金沢区能見台2丁目,125,,235,,120,,211,,71,,762
4555,横浜市金沢区,横浜市金沢区能見台3丁目,191,,276,,65,,232,,261,,1025
4556,横浜市金沢区,横浜市金沢区能見台4丁目,105,,78,,179,,278,,81,,721
4557,横浜市金沢区,横浜市金沢区能見台5丁目,198,,298,,13,,144,,183,,836
4558,横浜市金沢区,横浜市金沢区能見台6丁目,210,,222,,8,,33,,231,,704
4559,横浜市金沢区,横浜市金沢区富岡西1丁目,84,,194,,158,,154,,41,,631
4560,横浜市金沢区,横浜市金沢区富岡西2丁目,182,,251,,102,,250,,120,,905
4561,横浜市金沢区,横浜市金沢区富岡西3丁目,86,,224,,59,,234,,27,,630
4562,横浜市金沢区,横浜市金沢区富岡西4丁目,42,,243,,73,,265,,80,,703
4563,横浜市金沢区,横浜市金沢区富岡西5丁目,83,,275,,231,,86,,174,,849
4564,横浜市金沢区,横浜市金沢区富岡西6丁目,103,,163,,193,,189,,266,,914
4565,横浜市金沢区,横浜市金沢区富岡西7丁目,37,,18,,174,,171,,132,,532
4566,横浜市金沢区,横浜市金沢区富岡東1丁目,184,,91,,11,,44,,47,,377
4567,横浜市金沢区,横浜市金沢区富岡東2丁目,118,,298,,206,,220,,221,,1063
4568,横浜市金沢区,横浜市金沢区富岡東3丁目,112,,32,,50,,49,,279,,522
4569,横浜市金沢区,横浜市金沢区富岡東4丁目,178,,135,,175,,46,,223,,757
4570,横浜市金沢区,横浜市金沢区富岡東5丁目,123,,0,,67,,113,,15,,318
4571,横浜市金沢区,横浜市金沢区富岡東6丁目,0,,297,,9,,286,,82,,674
4572,横浜市金沢区,横浜市金沢区福浦1丁目,175,,258,,263,,88,,158,,942
4573,横浜市金沢区,横浜市金沢区福浦2丁目,297,,123,,226,,279,,40,,965
4574,横浜市金沢区,横浜市金沢区福浦3丁目,5,,255,,156,,24,,270,,710
4575,横浜市金沢区,横浜市金沢区並木1丁目,280,,37,,248,,10,,253,,828
4576,横浜市金沢区,横浜市金沢区並木2丁目,141,,178,,17,,169,,32,,537
4577,横浜市金沢区,横浜市金沢区並木3丁目,251,,70,,214,,122,,19,,676
4578,横浜市金沢区,横浜市金沢区六浦1丁目,167,,93,,74,,74,,166,,574
4579,横浜市金沢区,横浜市金沢区六浦2丁目,287,,123,,108,,216,,286,,1020
4580,横浜市金沢区,横浜市金沢区六浦3丁目,189,,234,,173,,37,,138,,771
4581,横浜市金沢区,横浜市金沢区六浦4丁目,130,,180,,64,,6,,172,,552
4582,横浜市金沢区,横浜市金沢区六浦5丁目,145,,190,,97,,95,,136,,663
4583,横浜市金沢区,横浜市金沢区六浦東1丁目,253,,177,,166,,105,,46,,747
4584,横浜市金沢区,横浜市金沢区六浦東2丁目,42,,88,,36,,137,,157,,460
4585,横浜市金沢区,横浜市金沢区六浦東3丁目,17,,127,,114,,216,,246,,720
4586,横浜市金沢区,横浜市金沢区六浦南1丁目,11,,300,,14,,179,,111,,615
4587,横浜市金沢区,横浜市金沢区六浦南2丁目,221,,57,,194,,59,,155,,686
4588,横浜市金沢区,横浜市金沢区六浦南3丁目,182,,1,,296,,91,,205,,775
4589,横浜市金沢区,横浜市金沢区六浦南4丁目,31,,61,,0,,109,,154,,355
4590,横浜市金沢区,横浜市金沢区六浦南5丁目,140,,63,,92,,267,,66,,628
4591,横浜市中区,横浜市中区かもめ町,73,,201,,82,,140,,30,,526
4592,横浜市中区,横浜市中区伊勢佐木町,2,,286,,224,,124,,46,,682
4593,横浜市中区,横浜市中区羽衣町,27,,19,,87,,168,,205,,506
4594,横浜市中区,横浜市中区英町,267,,80,,137,,273,,55,,812
4595,横浜市中区,横浜市中区横浜公園,262,,35,,203,,161,,55,,716
4596,横浜市中区,横浜市中区翁町,6,,281,,237,,135,,291,,950
4597,横浜市中区,横浜市中区黄金町,156,,161,,173,,222,,43,,755
4598,横浜市中区,横浜市中区花咲町,300,,164,,24,,249,,13,,750
4599,横浜市中区,横浜市中区海岸通,104,,110,,67,,177,,265,,723
4600,横浜市中区,横浜市中区吉田町,245,,151,,86,,93,,245,,820
4601,横浜市中区,横浜市中区吉浜町,171,,205,,132,,119,,2,,629
4602,横浜市中区,横浜市中区宮川町,100,,262,,76,,273,,273,,984
4603,横浜市中区,横浜市中区錦町,274,,40,,103,,91,,100,,608
4604,横浜市中区,横浜市中区元町,169,,68,,183,,220,,221,,861
4605,横浜市中区,横浜市中区元浜町,300,,53,,9,,256,,246,,864
4606,横浜市中区,横浜市中区港町,36,,265,,223,,204,,234,,962
4607,横浜市中区,横浜市中区根岸旭台,268,,168,,228,,43,,211,,918
4608,横浜市中区,横浜市中区根岸加曽台,16,,40,,182,,232,,57,,527
4609,横浜市中区,横浜市中区根岸台,283,,239,,194,,64,,68,,848
4610,横浜市中区,横浜市中区根岸町,299,,170,,222,,178,,181,,1050
4611,横浜市中区,横浜市中区鷺山,226,,169,,65,,224,,39,,723
4612,横浜市中区,横浜市中区桜木町,290,,268,,139,,40,,187,,924
4613,横浜市中区,横浜市中区三吉町,273,,44,,91,,29,,201,,638
4614,横浜市中区,横浜市中区山下町,289,,215,,124,,142,,179,,949
4615,横浜市中区,横浜市中区山元町,89,,150,,261,,271,,54,,825
4616,横浜市中区,横浜市中区山手町,38,,35,,4,,276,,292,,645
4617,横浜市中区,横浜市中区山吹町,9,,213,,189,,75,,42,,528
4618,横浜市中区,横浜市中区山田町,45,,91,,146,,69,,127,,478
4619,横浜市中区,横浜市中区寺久保,295,,293,,45,,25,,148,,806
4620,横浜市中区,横浜市中区若葉町,76,,220,,137,,149,,273,,855
4621,横浜市中区,横浜市中区寿町,136,,220,,92,,116,,295,,859
4622,横浜市中区,横浜市中区住吉町,198,,166,,183,,174,,299,,1020
4623,横浜市中区,横浜市中区初音町,296,,11,,102,,200,,26,,635
4624,横浜市中区,横浜市中区曙町,34,,262,,168,,205,,266,,935
4625,横浜市中区,横浜市中区小港町,261,,80,,92,,147,,193,,773
4626,横浜市中区,横浜市中区松影町,275,,139,,279,,153,,53,,899
4627,横浜市中区,横浜市中区上野町,109,,204,,259,,223,,72,,867
4628,横浜市中区,横浜市中区常盤町,21,,58,,44,,81,,26,,230
4629,横浜市中区,横浜市中区新港,100,,115,,101,,83,,131,,530
4630,横浜市中区,横浜市中区新山下,155,,63,,233,,65,,184,,700
4631,横浜市中区,横浜市中区真砂町,178,,66,,29,,21,,277,,571
4632,横浜市中区,横浜市中区諏訪町,102,,271,,209,,92,,153,,827
4633,横浜市中区,横浜市中区西竹之丸,264,,156,,57,,236,,189,,902
